parameter_group,parameter,unit,temperature_C,value,evidence_class,reference_code,calculation_method,note
fixed_pH_and_pressure,pH_UL_h2,dimensionless,25,6,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_h2,dimensionless,30,6,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_h2,dimensionless,35,6,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_h2,dimensionless,40,6,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_h2,dimensionless,45,6,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_h2,dimensionless,50,6,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_h2,dimensionless,55,6,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_h2,dimensionless,60,6,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,pH_UL_h2,dimensionless,65,6,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_h2,kmol H+ m^-3,10,0.00000316228,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_h2,kmol H+ m^-3,15,0.00000316228,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_h2,kmol H+ m^-3,20,0.00000316228,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_h2,kmol H+ m^-3,25,0.00000316228,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_h2,kmol H+ m^-3,30,0.00000316228,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_h2,kmol H+ m^-3,35,0.00000316228,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_h2,kmol H+ m^-3,40,0.00000316228,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_h2,kmol H+ m^-3,45,0.00000316228,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_h2,kmol H+ m^-3,50,0.00000316228,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_h2,kmol H+ m^-3,55,0.00000316228,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_h2,kmol H+ m^-3,60,0.00000316228,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,K_pH_h2,kmol H+ m^-3,65,0.00000316228,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,n_h2,dimensionless,10,3,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,n_h2,dimensionless,15,3,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,n_h2,dimensionless,20,3,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,n_h2,dimensionless,25,3,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,n_h2,dimensionless,30,3,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,n_h2,dimensionless,35,3,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,n_h2,dimensionless,40,3,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,n_h2,dimensionless,45,3,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,n_h2,dimensionless,50,3,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,n_h2,dimensionless,55,3,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,n_h2,dimensionless,60,3,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,n_h2,dimensionless,65,3,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,k_p,m3 d^-1 bar^-1,10,50000,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,k_p,m3 d^-1 bar^-1,15,50000,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,k_p,m3 d^-1 bar^-1,20,50000,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,k_p,m3 d^-1 bar^-1,25,50000,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,k_p,m3 d^-1 bar^-1,30,50000,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,k_p,m3 d^-1 bar^-1,35,50000,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,k_p,m3 d^-1 bar^-1,40,50000,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,k_p,m3 d^-1 bar^-1,45,50000,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,k_p,m3 d^-1 bar^-1,50,50000,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,k_p,m3 d^-1 bar^-1,55,50000,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,k_p,m3 d^-1 bar^-1,60,50000,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
fixed_pH_and_pressure,k_p,m3 d^-1 bar^-1,65,50000,fixed_model_assumption,BASE35; MODEL,Fixed across 10-65 C,The parameter itself is fixed. Temperature-dependent acid-base equilibria and free NH3 should still be calculated separately.
